Feature,Missing
COD_WL,100.0
COD_OSTXT_WL,99.9986212412
NUM_PREV_TX,0.0
MELD_DIFF_REASON_CD,48.3792689821
GENDER,0.0
ABO,0.0
WGT_KG_TCR,0.168208578638
HGT_CM_TCR,0.311599498132
BMI_TCR,0.340553433799
CITIZEN_COUNTRY,99.834548939
EDUCATION,0.0261964179845
LIFE_SUP_TCR,0.0220601414607
OTH_LIFE_SUP_OSTXT_TCR,99.0472776407
FUNC_STAT_TCR,0.0234389003019
PRI_PAYMENT_TCR,0.0220601414607
DGN_TCR,0.0220601414607
DGN_OSTXT_TCR,88.793448138
DGN2_TCR,74.0627886776
DGN2_OSTXT_TCR,97.463083732
DIAB,0.0234389003019
MALIG_TCR,0.0220601414607
HCC_DIAGNOSIS_TCR,87.203739194
NEOADJUVANT_THERAPY_TCR,99.9448496463
INIT_STAT,0.0
INIT_WGT_KG,0.0
INIT_HGT_CM,0.099270636573
REM_CD,0.0
DAYSWAIT_CHRON,0.0
END_STAT,0.0
INIT_AGE,0.0
DEATH_DATE,100.0
END_DATE,0.0
INIT_DATE,0.0
EXC_DIAG_ID,62.9982489763
EXC_OTHER_DIAG,90.5086241366
HCC_EVER_APPR,62.9982489763
EXC_HCC,0.0
EXC_CASE,0.0
INIT_BMI_CALC,0.250934109115
END_BMI_CALC,0.066180424382
WLHR,99.9931062058
WLHL,100.0
WLIN,99.9586372348
WLKI,99.2568489845
WLKP,99.9986212412
WLLI,100.0
WLLU,99.9972424823
WLPA,99.9600159936
WLPI,100.0
PERM_STATE,0.573563677977
CITIZENSHIP,0.00551503536516
WL_ID_CODE,0.0
PREV_AB_SURG_TCR,0.0248176591432
BACT_PERIT_TCR,0.0261964179845
PORTAL_VEIN_TCR,0.0261964179845
TIPSS_TCR,0.0248176591432
YR_ENTRY_US_TCR,99.2016986309
WORK_INCOME_TCR,13.7765583422
ACADEMIC_PRG_TCR,98.4737139627
ACADEMIC_LEVEL_TCR,98.4695776862
PRI_PAYMENT_CTRY_TCR,99.6470377366
ENCEPH_TCR,86.0497180438
ASCITES_TCR,86.0497180438
MUSCLE_WAST_TCR,86.0497180438
INOTROPES,85.6291965972
VAD_TAH,86.2248204167
IABP,85.6291965972
PGE,85.6291965972
ECMO,85.6291965972
INIT_ALBUMIN,0.135118366447
INIT_ASCITES,0.0
INIT_BILIRUBIN,0.132360848764
INIT_DIALYSIS_PRIOR_WEEK,0.0
INIT_ENCEPH,0.0
